brand,model,type,mp,optical_zoom,digital_zoom,screen_size,price,matches
nikon,d610,digital slr,24.3,,,,1823.28,"{'www.ebay.com//47964', 'www.garricks.com.au//12', 'www.price-hunt.com//732', 'www.gosale.com//733', 'buy.net//6433', 'www.ebay.com//60305', 'www.ebay.com//60696', 'www.ebay.com//47799', 'www.ebay.com//60867', 'www.ebay.com//59497', 'www.ebay.com//54018', 'www.shopmania.in//1693', 'www.mypriceindia.com//730', 'www.ebay.com//47270', 'buy.net//6536', 'cammarkt.com//61', 'www.pcconnection.com//12439', 'www.gosale.com//1067', 'www.ebay.com//55589', 'www.eglobalcentral.co.uk//287', 'cammarkt.com//6', 'www.eglobalcentral.co.uk//109', 'buy.net//6207', 'www.priceme.co.nz//2252', 'www.pricedekho.com//967', 'www.ebay.com//48339', 'www.ebay.com//59563', 'www.ebay.com//56343', 'www.ebay.com//45525', 'www.ebay.com//48352', 'www.ebay.com//43970', 'www.pcconnection.com//12429', 'www.priceme.co.nz//1938', 'www.ebay.com//47081', 'www.ebay.com//60062', 'www.priceme.co.nz//2369', 'www.mypriceindia.com//750', 'www.priceme.co.nz//21', 'www.ebay.com//56000', 'www.ebay.com//47985', 'www.gosale.com//1405', 'www.ebay.com//54831', 'www.shopbot.com.au//1378', 'www.ebay.com//47181', 'www.ebay.com//25153', 'www.ebay.com//42192', 'www.ebay.com//54212', 'www.ebay.com//43670', 'www.ebay.com//58718', 'www.ebay.com//44865', 'www.ebay.com//58895', 'www.ebay.com//47653', 'www.shopbot.com.au//429', 'www.ebay.com//54041', 'www.ebay.com//56432', 'www.ebay.com//45364', 'buy.net//6425', 'www.ebay.com//46127', 'www.walmart.com//758', 'www.ebay.com//47579', 'www.alibaba.com//34712', 'www.cambuy.com.au//104', 'www.ebay.com//52957', 'www.pcconnection.com//12197', 'www.ebay.com//42458', 'www.ebay.com//41955', 'www.walmart.com//631', 'www.gosale.com//987', 'www.cambuy.com.au//143', 'www.priceme.co.nz//2300', 'www.priceme.co.nz//1950', 'www.ebay.com//59257', 'www.ebay.com//43732', 'www.ebay.com//44821', 'www.shopmania.in//1138', 'www.eglobalcentral.co.uk//395', 'www.ebay.com//43693', 'www.ebay.com//54575', 'www.ebay.com//60181'}"
nikon,d70,digital slr,6.1,,,1.8,,"{'www.ebay.com//46034', 'www.ebay.com//52641', 'www.ebay.com//42964', 'www.ebay.com//44688', 'www.ebay.com//59562', 'www.ebay.com//42725', 'www.ebay.com//42821', 'www.ebay.com//54988', 'www.ebay.com//53624', 'www.ebay.com//56426', 'www.ebay.com//42435', 'www.ebay.com//60624', 'www.ebay.com//59160', 'www.ebay.com//53423', 'www.ebay.com//56698', 'www.ebay.com//53993', 'www.ebay.com//47896', 'www.ebay.com//55559', 'www.ebay.com//60202', 'www.ebay.com//52806', 'www.ebay.com//52839', 'www.ebay.com//53203', 'www.ebay.com//47046', 'www.ebay.com//53676', 'www.ebay.com//53672', 'www.ebay.com//45384', 'www.ebay.com//59868', 'www.ebay.com//60419', 'www.ebay.com//53569', 'www.ebay.com//60887', 'www.ebay.com//47636', 'www.ebay.com//44375', 'www.ebay.com//54382', 'www.ebay.com//45903', 'www.ebay.com//46990', 'www.ebay.com//44723', 'www.ebay.com//54986', 'www.ebay.com//46260', 'www.ebay.com//59570', 'www.ebay.com//57633', 'www.ebay.com//57385', 'www.ebay.com//54866', 'www.ebay.com//47268', 'www.ebay.com//47477', 'www.ebay.com//24386', 'www.ebay.com//45588'}"
nikon,d700,digital slr,12.1,,,3.0,2000.76,"{'www.ebay.com//54608', 'www.ebay.com//56829', 'www.ebay.com//54491', 'www.ebay.com//57072', 'www.ebay.com//58911', 'www.ebay.com//55508', 'www.ebay.com//45430', 'www.ebay.com//57980', 'www.ebay.com//48312', 'www.ebay.com//43804', 'www.ebay.com//55106', 'www.ebay.com//60557', 'www.ebay.com//53164', 'www.ebay.com//58166', 'www.ebay.com//44554', 'www.ebay.com//47668', 'www.shopmania.in//1389', 'www.ebay.com//58820', 'www.ebay.com//48407', 'www.ebay.com//59726', 'www.ebay.com//59155', 'www.ebay.com//53863', 'www.ebay.com//47152', 'www.ebay.com//24867', 'www.ebay.com//60422', 'www.ebay.com//56891', 'www.ebay.com//24936', 'www.ebay.com//54407', 'www.gosale.com//1389', 'www.ebay.com//56633', 'www.ebay.com//56677', 'www.ebay.com//44075', 'www.ebay.com//60529', 'www.ebay.com//44125', 'www.ebay.com//48974', 'www.ebay.com//44435', 'cammarkt.com//354', 'www.ebay.com//55885', 'www.ebay.com//48331', 'www.priceme.co.nz//1668', 'www.pricedekho.com//1222', 'www.ebay.com//60550', 'www.ebay.com//52881', 'www.price-hunt.com//9728', 'www.ebay.com//42331', 'www.ebay.com//53828', 'www.ebay.com//60415', 'www.ebay.com//43854', 'www.ebay.com//23999', 'www.ebay.com//58769', 'www.ebay.com//60775', 'www.ebay.com//24883', 'www.ebay.com//48347', 'www.ebay.com//54190', 'www.ebay.com//53723'}"
nikon,d7000,digital slr,16.2,,,3.0,1112.64,"{'www.ebay.com//24681', 'www.priceme.co.nz//2064', 'www.shopmania.in//1099', 'www.ebay.com//44144', 'www.ebay.com//54386', 'www.priceme.co.nz//2396', 'www.ebay.com//45946', 'www.ebay.com//46404', 'www.ebay.com//55107', 'www.flipkart.com//2300', 'www.camerafarm.com.au//721', 'www.ebay.com//24799', 'www.ebay.com//55576', 'www.pricedekho.com//1242', 'www.ebay.com//53973', 'www.ebay.com//45980', 'www.ebay.com//43757', 'www.ebay.com//54497', 'www.ebay.com//56185', 'www.ebay.com//57363', 'www.ebay.com//57282', 'www.ebay.com//56705', 'www.ebay.com//46090', 'www.camerafarm.com.au//814', 'www.ebay.com//42705', 'www.ebay.com//60710', 'www.ebay.com//46163', 'www.priceme.co.nz//1980', 'www.ebay.com//57084', 'www.ebay.com//43077', 'www.ebay.com//45987', 'www.ebay.com//43468', 'www.ebay.com//43911', 'www.ebay.com//43963', 'www.ebay.com//60077', 'www.ebay.com//44606', 'www.ebay.com//55954', 'www.ebay.com//56514', 'www.ebay.com//46065', 'www.ebay.com//53790', 'www.ebay.com//56341', 'www.ebay.com//56577', 'www.ebay.com//44281', 'www.ebay.com//43213', 'www.ebay.com//43848', 'www.shopmania.in//1686', 'www.priceme.co.nz//2136', 'www.ebay.com//53847', 'www.ebay.com//59767', 'www.eglobalcentral.co.uk//335', 'buy.net//5791', 'www.ebay.com//24772', 'www.shopbot.com.au//1281', 'www.alibaba.com//29095', 'www.ebay.com//45164', 'www.alibaba.com//24756', 'www.ebay.com//54482', 'www.ebay.com//42931', 'www.ebay.com//56644', 'www.ebay.com//57108', 'www.ebay.com//56972', 'www.ebay.com//23975', 'www.priceme.co.nz//1675', 'www.shopbot.com.au//1549', 'www.ebay.com//57195', 'www.ebay.com//45431', 'www.camerafarm.com.au//739', 'www.ebay.com//44635', 'www.ebay.com//25152', 'www.camerafarm.com.au//710', 'www.ilgs.net//86', 'www.gosale.com//1439', 'www.ebay.com//25006', 'www.ebay.com//53260', 'www.ebay.com//47412', 'www.ebay.com//24249', 'www.ebay.com//59952', 'www.ebay.com//59791', 'www.ebay.com//25154', 'www.ebay.com//56785', 'www.priceme.co.nz//73', 'www.ebay.com//56661', 'www.priceme.co.nz//1985', 'www.ebay.com//46524', 'www.ebay.com//44887', 'www.ebay.com//42532', 'www.alibaba.com//30238', 'www.ebay.com//24957', 'www.ebay.com//24639', 'www.gosale.com//1066', 'www.ebay.com//44538', 'www.ebay.com//48411', 'www.ebay.com//46893', 'www.ebay.com//58029', 'www.shopbot.com.au//404', 'www.ebay.com//42173', 'www.mypriceindia.com//213', 'www.pricedekho.com//1230', 'www.shopbot.com.au//1376', 'www.ebay.com//60866', 'www.eglobalcentral.co.uk//704', 'www.priceme.co.nz//2188', 'www.ebay.com//45642', 'www.ebay.com//60429', 'www.shopmania.in//1284', 'www.ebay.com//47488', 'www.ebay.com//55401', 'www.ilgs.net//109', 'www.buzzillions.com//2815', 'www.ebay.com//54277', 'www.ebay.com//43409', 'www.camerafarm.com.au//758', 'www.buzzillions.com//2005', 'www.ebay.com//44682', 'www.shopbot.com.au//1226', 'www.shopbot.com.au//1245', 'www.ebay.com//58729', 'www.priceme.co.nz//2244', 'www.garricks.com.au//29', 'www.camerafarm.com.au//811', 'www.ebay.com//55623', 'www.ebay.com//58938', 'www.ebay.com//54516', 'www.ebay.com//55191', 'www.shopbot.com.au//284', 'www.ebay.com//46433', 'www.mypriceindia.com//35', 'www.ebay.com//42209', 'www.ebay.com//56374', 'www.ebay.com//42379', 'www.priceme.co.nz//2081', 'www.ebay.com//60649', 'www.priceme.co.nz//41', 'www.ebay.com//55118'}"
nikon,d7000,dslr cameras,16.0,5.0,,,,{'www.buzzillions.com//2787'}
nikon,d70s,digital slr,6.1,,,2.0,793.49,"{'www.ebay.com//54159', 'www.ebay.com//52956', 'www.ebay.com//55488', 'www.ebay.com//48398', 'www.ebay.com//46099', 'www.ebay.com//23950', 'www.ebay.com//44218', 'www.ebay.com//42133', 'www.ebay.com//48028', 'www.ebay.com//55023', 'www.ebay.com//44065', 'www.ebay.com//48361', 'www.ebay.com//55981', 'www.gosale.com//529', 'www.ebay.com//52752', 'www.ebay.com//60686', 'www.ebay.com//43279', 'www.ebay.com//55402', 'cammarkt.com//353', 'www.ebay.com//55811', 'www.ebay.com//43035', 'www.ebay.com//55408', 'www.ebay.com//47647', 'www.ebay.com//55680', 'www.gosale.com//1191'}"
nikon,d7100,digital slr,24.1,,,,1144.95,"{'www.priceme.co.nz//1684', 'www.ebay.com//60889', 'www.walmart.com//158', 'www.priceme.co.nz//2109', 'cammarkt.com//494', 'www.shopbot.com.au//389', 'www.shopmania.in//1294', 'www.ebay.com//53611', 'www.gosale.com//1460', 'www.ebay.com//59873', 'www.ebay.com//57298', 'www.ebay.com//55714', 'www.pricedekho.com//1087', 'www.shopmania.in//1276', 'www.ebay.com//44899', 'www.ebay.com//57502', 'www.buzzillions.com//1796', 'www.cambuy.com.au//155', 'www.ebay.com//47419', 'www.ebay.com//55980', 'www.garricks.com.au//45', 'www.ebay.com//59168', 'cammarkt.com//17', 'www.priceme.co.nz//1941', 'www.ebay.com//56475', 'www.mypriceindia.com//105', 'www.buzzillions.com//1932', 'www.shopbot.com.au//1357', 'www.ebay.com//60854', 'www.ebay.com//59310', 'www.ebay.com//47765', 'www.ebay.com//45393', 'www.ebay.com//46543', 'www.mypriceindia.com//677', 'buy.net//5943', 'buy.net//6025', 'www.price-hunt.com//830', 'www.ebay.com//45156', 'www.shopbot.com.au//1489', 'www.walmart.com//809', 'www.shopmania.in//904', 'www.ebay.com//53120', 'www.ebay.com//58028', 'www.priceme.co.nz//1952', 'buy.net//6759', 'www.garricks.com.au//26', 'www.ebay.com//45696', 'www.ebay.com//55604', 'www.shopbot.com.au//1572', 'www.priceme.co.nz//1860', 'www.gosale.com//937', 'www.pricedekho.com//1249', 'www.walmart.com//605', 'www.ebay.com//43556', 'www.ebay.com//55246', 'www.ebay.com//57868', 'www.ebay.com//56853', 'www.priceme.co.nz//69', 'www.ebay.com//25156', 'www.alibaba.com//23784', 'www.ebay.com//56896', 'www.ebay.com//47606', 'www.ebay.com//48474', 'cammarkt.com//52', 'www.ebay.com//43771', 'www.ebay.com//46159', 'www.priceme.co.nz//38', 'www.ebay.com//56995', 'www.eglobalcentral.co.uk//146', 'www.ebay.com//56473', 'www.alibaba.com//36855', 'www.ebay.com//47411', 'buy.net//5761', 'www.shopbot.com.au//1580', 'www.shopbot.com.au//1228', 'www.buzzillions.com//2727', 'www.ebay.com//56043', 'www.ebay.com//60381', 'www.ebay.com//46994', 'www.shopbot.com.au//1216', 'www.ebay.com//42751', 'www.ebay.com//53096', 'www.ebay.com//23921', 'www.alibaba.com//30373', 'www.cambuy.com.au//51', 'www.ebay.com//53513', 'www.shopmania.in//1141', 'www.buzzillions.com//2108', 'www.mypriceindia.com//688', 'www.ebay.com//44656', 'www.ebay.com//47189', 'www.pcconnection.com//12167', 'www.alibaba.com//26012', 'www.ebay.com//24455', 'buy.net//5895', 'cammarkt.com//19', 'www.ebay.com//55652', 'www.shopbot.com.au//1447', 'www.ebay.com//54124', 'www.ebay.com//52872', 'www.garricks.com.au//59', 'www.ebay.com//52862', 'www.ebay.com//43154', 'www.ebay.com//58772', 'www.ebay.com//46483', 'www.ebay.com//42623', 'www.ebay.com//53846', 'www.pcconnection.com//12170', 'www.ebay.com//42855', 'www.priceme.co.nz//2116', 'www.ebay.com//59147', 'www.mypriceindia.com//62', 'www.eglobalcentral.co.uk//150', 'www.ebay.com//53800', 'www.ebay.com//52908', 'www.ebay.com//47803', 'www.ebay.com//53641', 'www.priceme.co.nz//1700'}"
nikon,d7100,digital slr,24.1,,,3.2,,{'www.ebay.com//42378'}
nikon,d7100lk18,NULL,,,,3.2,,{'www.ebay.com//25078'}
nikon,d750,NULL,,,,,1586.97,"{'www.mypriceindia.com//180', 'www.shopbot.com.au//1562', 'www.shopbot.com.au//1573', 'www.ebay.com//55588', 'www.priceme.co.nz//2236', 'www.ebay.com//44010', 'www.ebay.com//42594', 'www.priceme.co.nz//52', 'www.gosale.com//1205', 'www.pricedekho.com//1122', 'www.ebay.com//41997', 'www.cambuy.com.au//157', 'cammarkt.com//240'}"
nikon,d80,digital slr,10.2,,,2.5,844.09,"{'www.ebay.com//56923', 'www.ebay.com//24217', 'www.ebay.com//59457', 'www.ebay.com//24416', 'cammarkt.com//232', 'www.ebay.com//42196', 'www.ebay.com//52627', 'www.ebay.com//45242', 'www.ebay.com//57702', 'www.ebay.com//60297', 'www.ebay.com//44644', 'www.ebay.com//60842', 'www.ebay.com//45074', 'www.ebay.com//43543', 'www.ebay.com//60617', 'www.ebay.com//53871', 'www.ebay.com//53706', 'www.ebay.com//42037', 'www.ebay.com//44044', 'www.ebay.com//47739', 'www.ebay.com//56206', 'www.ebay.com//54950', 'www.gosale.com//1378', 'www.ebay.com//42055', 'www.ebay.com//54359', 'www.ebay.com//55277', 'www.ebay.com//56608', 'www.ebay.com//54391', 'www.ebay.com//44643', 'www.ebay.com//58782', 'www.ebay.com//44573', 'www.ebay.com//45137', 'www.ebay.com//52687', 'www.ebay.com//43538', 'www.ebay.com//57118', 'www.gosale.com//925', 'www.ebay.com//55950', 'www.ebay.com//43785', 'www.ebay.com//45536', 'www.ebay.com//54611', 'www.ebay.com//24972', 'www.ebay.com//48710', 'www.ebay.com//54797', 'www.ebay.com//55534', 'www.ebay.com//54324', 'www.ebay.com//53903', 'www.ebay.com//59301', 'www.ebay.com//45749', 'www.ebay.com//59544', 'www.ebay.com//47577', 'www.ebay.com//25039', 'www.gosale.com//888', 'www.ebay.com//53718', 'www.ebay.com//55745', 'www.ebay.com//48251', 'www.ebay.com//46655', 'www.ebay.com//45481'}"
nikon,d800,digital slr,36.3,,,3.2,2052.98,"{'www.ebay.com//56626', 'www.pcconnection.com//12169', 'www.ebay.com//53930', 'www.shopbot.com.au//1524', 'www.ebay.com//42588', 'www.ebay.com//43191', 'www.ebay.com//54892', 'www.ebay.com//43688', 'www.ebay.com//57071', 'www.ebay.com//48610', 'www.ebay.com//43873', 'www.ebay.com//55380', 'www.ebay.com//42729', 'www.ebay.com//44296', 'www.eglobalcentral.co.uk//33', 'www.ebay.com//55555', 'www.ebay.com//44132', 'www.ebay.com//43426', 'www.ebay.com//45184', 'www.camerafarm.com.au//796', 'www.ebay.com//46888', 'www.ebay.com//54255', 'www.ebay.com//52946', 'www.ebay.com//58282', 'www.priceme.co.nz//1847', 'www.ebay.com//42569', 'www.ebay.com//47009', 'www.ebay.com//42754', 'www.ebay.com//42595', 'www.ebay.com//46467', 'www.ebay.com//55911', 'www.alibaba.com//28720', 'www.ebay.com//54543', 'www.ebay.com//48268', 'www.ebay.com//47139', 'www.ebay.com//59982', 'www.ebay.com//47748', 'www.ebay.com//56851', 'www.mypriceindia.com//63', 'www.ebay.com//47733', 'www.ebay.com//46788', 'www.ebay.com//43762', 'www.priceme.co.nz//2306', 'www.ebay.com//46436', 'www.pricedekho.com//1022', 'www.ebay.com//47437', 'www.ebay.com//47736', 'www.ebay.com//57722', 'www.ebay.com//46813', 'www.ebay.com//48111', 'www.shopmania.in//1646', 'www.ebay.com//24811', 'www.garricks.com.au//19', 'www.ebay.com//52805', 'www.ebay.com//48597', 'www.ebay.com//52786', 'www.ebay.com//58919', 'www.ebay.com//48051', 'www.gosale.com//555', 'www.ebay.com//58855', 'www.ebay.com//60011', 'www.ebay.com//47095', 'www.ebay.com//55984', 'www.ebay.com//24131', 'www.ebay.com//53632', 'www.ebay.com//55128', 'www.ebay.com//48031', 'www.ebay.com//59599', 'www.ebay.com//45198', 'www.ebay.com//44888', 'www.ebay.com//45190', 'www.ebay.com//48966', 'www.ebay.com//56137', 'www.ebay.com//54288', 'www.ebay.com//42647', 'www.ebay.com//44094', 'www.shopbot.com.au//1272', 'www.ebay.com//53174', 'www.ebay.com//45599', 'www.ebay.com//55172', 'www.ebay.com//46185'}"
nikon,d800e,digital slr,36.3,,,,2264.38,"{'cammarkt.com//484', 'www.ebay.com//41898', 'www.ebay.com//43642', 'www.price-hunt.com//754', 'www.shopmania.in//929', 'www.ebay.com//59179', 'www.shopbot.com.au//1505', 'www.ebay.com//46553', 'www.garricks.com.au//3', 'www.ebay.com//24389', 'www.priceme.co.nz//1967', 'www.pricedekho.com//1197', 'www.priceme.co.nz//2104', 'www.eglobalcentral.co.uk//668', 'www.mypriceindia.com//126', 'www.ebay.com//42898', 'www.pcconnection.com//4429', 'www.ebay.com//54839', 'www.ebay.com//48118', 'www.ebay.com//47357', 'www.ebay.com//52916', 'www.ebay.com//44734', 'www.ebay.com//47495', 'www.ebay.com//54411', 'www.ebay.com//42428', 'www.ebay.com//59354', 'www.alibaba.com//32655', 'www.gosale.com//1175', 'www.ebay.com//57394', 'www.buzzillions.com//2766'}"
nikon,d810,digital slr,36.3,,,,2512.5,"{'www.ebay.com//46742', 'www.priceme.co.nz//1712', 'www.priceme.co.nz//2129', 'www.mypriceindia.com//193', 'www.ebay.com//46202', 'www.cambuy.com.au//114', 'www.eglobalcentral.co.uk//497', 'www.ebay.com//55163', 'www.walmart.com//615', 'www.ebay.com//45883', 'www.pricedekho.com//738', 'www.ebay.com//54300', 'www.alibaba.com//27204', 'www.shopbot.com.au//1429', 'www.ebay.com//24203', 'www.ebay.com//54037', 'www.ebay.com//53059', 'www.shopmania.in//1507', 'www.garricks.com.au//61', 'www.gosale.com//1245', 'www.ebay.com//59033', 'www.ebay.com//56249', 'www.ebay.com//56624', 'www.ebay.com//52918', 'www.ebay.com//55014'}"
nikon,d90,digital slr,12.3,,,3.0,743.8,"{'www.ebay.com//24887', 'www.ebay.com//52734', 'www.ebay.com//25180', 'www.ebay.com//53352', 'www.ebay.com//56445', 'www.ebay.com//60479', 'www.ebay.com//54939', 'www.ebay.com//52889', 'www.priceme.co.nz//1833', 'www.ebay.com//59174', 'www.ebay.com//44631', 'www.ebay.com//24351', 'www.mypriceindia.com//744', 'www.ebay.com//60673', 'www.ebay.com//47191', 'www.ebay.com//44570', 'www.ebay.com//44667', 'www.ebay.com//44368', 'www.shopmania.in//1220', 'www.gosale.com//1469', 'www.ebay.com//54625', 'www.buzzillions.com//2296', 'www.mypriceindia.com//155', 'www.ebay.com//55935', 'www.alibaba.com//37191', 'www.ebay.com//54119', 'www.ebay.com//46644', 'www.ebay.com//45209', 'www.ebay.com//55066', 'www.ebay.com//43731', 'www.ebay.com//53405', 'www.ebay.com//46983', 'www.buzzillions.com//2163', 'www.ebay.com//43023', 'www.ebay.com//55908', 'www.ebay.com//46398', 'www.ebay.com//59583', 'www.ebay.com//47590', 'www.ebay.com//53117', 'www.ebay.com//54314', 'www.alibaba.com//33487', 'www.ebay.com//45557', 'www.ebay.com//56162', 'www.ebay.com//46807', 'www.ebay.com//45562', 'buy.net//6201', 'www.ebay.com//43020', 'www.ebay.com//54358', 'www.ebay.com//47854', 'www.ebay.com//43306', 'buy.net//6028', 'www.ebay.com//42268', 'cammarkt.com//434', 'www.ebay.com//42433', 'www.priceme.co.nz//2216', 'www.ebay.com//47469', 'www.shopbot.com.au//331', 'www.ebay.com//56369', 'www.priceme.co.nz//1746', 'www.ebay.com//43228', 'www.shopmania.in//1605', 'www.ebay.com//56629', 'www.ebay.com//44553', 'www.ebay.com//55080', 'www.alibaba.com//25629', 'www.ebay.com//54641', 'www.ebay.com//48599', 'www.ebay.com//54351', 'www.gosale.com//1442', 'www.ebay.com//46682', 'www.alibaba.com//27933', 'www.ebay.com//44412', 'www.ebay.com//53562', 'www.ebay.com//45846', 'www.ebay.com//45309', 'www.ebay.com//48204', 'www.ebay.com//57211', 'www.ebay.com//60353', 'www.ebay.com//44882', 'www.alibaba.com//23159', 'www.ebay.com//42504', 'www.camerafarm.com.au//749', 'www.ebay.com//52928', 'www.ebay.com//42835', 'www.ebay.com//24596', 'www.ebay.com//60549', 'www.ebay.com//54765', 'www.ebay.com//53041', 'www.ebay.com//58666', 'www.ebay.com//55230', 'www.alibaba.com//34259', 'www.ebay.com//56259', 'www.ebay.com//60231', 'www.ebay.com//48609', 'www.ebay.com//46651', 'www.flipkart.com//2297', 'www.shopbot.com.au//372'}"
nikon,df,NULL,,,,,598.95,"{'www.pricedekho.com//1001', 'www.eglobalcentral.co.uk//729', 'www.eglobalcentral.co.uk//596', 'www.cambuy.com.au//70', 'buy.net//6743', 'www.priceme.co.nz//2245', 'buy.net//5941', 'www.ebay.com//56378', 'buy.net//5727', 'www.shopbot.com.au//1466', 'www.garricks.com.au//117', 'buy.net//5628', 'www.garricks.com.au//57', 'www.shopbot.com.au//1296', 'www.ebay.com//44896', 'www.garricks.com.au//96', 'www.garricks.com.au//52', 'buy.net//6399', 'www.ebay.com//42783', 'www.mypriceindia.com//111', 'www.ebay.com//45635', 'www.ebay.com//57095', 'www.eglobalcentral.co.uk//716', 'www.cambuy.com.au//38', 'www.shopmania.in//1215', 'www.eglobalcentral.co.uk//565', 'www.cambuy.com.au//119', 'www.priceme.co.nz//1841', 'www.cambuy.com.au//47', 'www.ebay.com//45020', 'www.ebay.com//45778', 'www.ebay.com//60287'}"
nikon,f1.4,NULL,,,,,,{'www.eglobalcentral.co.uk//678'}
nikon,f1.8g,NULL,,,,,,{'www.eglobalcentral.co.uk//174'}
nikon,f2.8,NULL,,,,,,{'www.eglobalcentral.co.uk//657'}
nikon,f3,other format,,,,,,{'www.ebay.com//53349'}
nikon,f3.5,NULL,,,,,,{'www.eglobalcentral.co.uk//607'}
nikon,f4,underwater,,,,,,{'www.ebay.com//46417'}
nikon,f5,digital slr,,,,,,"{'www.ebay.com//54222', 'www.ebay.com//53263'}"
nikon,j1,mirrorless interchangeable lens,10.1,,,3.0,334.64,"{'www.ebay.com//45672', 'www.ebay.com//53623', 'www.ebay.com//58668', 'www.ebay.com//44273', 'www.alibaba.com//25483', 'www.ebay.com//44677', 'www.ebay.com//47975', 'www.ebay.com//44939', 'www.mypriceindia.com//705', 'www.ebay.com//52655', 'www.ebay.com//44417', 'www.ebay.com//46903', 'www.priceme.co.nz//1797', 'www.ebay.com//47709', 'www.ebay.com//56800', 'www.ebay.com//60362', 'www.buzzillions.com//1938', 'www.ebay.com//48551', 'www.alibaba.com//27731', 'www.ebay.com//46217', 'www.buzzillions.com//2757', 'www.alibaba.com//34916', 'www.ebay.com//43216', 'www.ebay.com//52749', 'www.priceme.co.nz//2194', 'www.ebay.com//55123', 'www.alibaba.com//26564', 'www.buzzillions.com//2051', 'buy.net//6594', 'www.ebay.com//45815', 'www.ebay.com//60367', 'www.walmart.com//705', 'www.ebay.com//43677', 'www.ebay.com//60069', 'www.shopbot.com.au//283', 'www.pricedekho.com//1171', 'www.alibaba.com//37623', 'www.ebay.com//47262', 'www.ebay.com//60663', 'www.buzzillions.com//1966', 'www.ebay.com//45764', 'www.ebay.com//46603', 'www.alibaba.com//34850', 'buy.net//5459', 'www.ebay.com//53159', 'www.alibaba.com//33845', 'www.gosale.com//419', 'www.ebay.com//42123', 'www.priceme.co.nz//2160', 'www.ebay.com//24329', 'www.ebay.com//48083', 'www.ebay.com//53057', 'www.ebay.com//45409', 'www.ebay.com//45540', 'www.ebay.com//55629', 'www.ebay.com//47241', 'www.ebay.com//53430', 'www.ebay.com//46330', 'www.walmart.com//741', 'www.ebay.com//57597', 'www.ebay.com//55575', 'www.ebay.com//45217', 'www.shopbot.com.au//409', 'www.ebay.com//48305', 'www.ebay.com//46508', 'www.ebay.com//24194', 'www.ebay.com//44676', 'www.ebay.com//54574', 'www.ebay.com//60530', 'www.ebay.com//59369', 'www.alibaba.com//28293', 'www.mypriceindia.com//696', 'www.ebay.com//52867', 'www.ebay.com//58224', 'www.gosale.com//880', 'www.price-hunt.com//871', 'www.ebay.com//45973', 'www.alibaba.com//29097', 'www.priceme.co.nz//2035', 'www.ebay.com//59904', 'www.ebay.com//55574', 'www.ebay.com//57029', 'www.ebay.com//42525', 'www.ebay.com//54272', 'www.ebay.com//46408', 'www.ebay.com//43294', 'www.ebay.com//45271', 'www.ebay.com//47279', 'www.alibaba.com//24028', 'www.shopmania.in//1450', 'www.ebay.com//42213', 'www.ebay.com//43563', 'www.alibaba.com//34654', 'www.ebay.com//45690', 'www.ebay.com//24704'}"
